frame.time_relative,ip.src,ip.dst,_ws.col.protocol,frame.len,tcp.flags,label
"80.643287000","192.168.1.20","192.168.1.10","iSCSI","102","0x0018",normal,normal
"80.656778000","192.168.1.10","192.168.1.20","TCP","54","0x0010",normal,normal
"81.000887000",,,"ARP","42",,normal,normal
"82.000017000",,,"ARP","42",,normal,normal
"82.790525000","192.168.1.20","192.168.1.10","DNS","70",,normal,normal
"84.311146000","192.168.1.20","192.168.1.10","NTP","162",,normal,normal
"84.318281000","192.168.1.10","192.168.1.20","NTP","162",,normal,normal
"84.640672000","192.168.1.10","192.168.1.20","DNS","70",,normal,normal
"84.650233000","192.168.1.20","192.168.1.10","DNS","70",,normal,normal
"85.578808000",,,"ARP","42",,normal,normal
"85.665317000","192.168.1.20","192.168.1.10","DNS","70",,normal,normal
"86.500105000",,,"ARP","42",,normal,normal
"86.665689000","192.168.1.20","192.168.1.10","DNS","70",,normal,normal
"87.500718000",,,"ARP","42",,normal,normal
"88.681569000","192.168.1.20","192.168.1.10","DNS","70",,normal,normal
"90.079181000",,,"ARP","42",,normal,normal
"91.000698000",,,"ARP","42",,normal,normal
"91.414959000",,,"ARP","60",,normal,normal
"91.414979000",,,"ARP","42",,normal,normal
"92.000914000",,,"ARP","42",,normal,normal
"92.699069000","192.168.1.20","192.168.1.10","DNS","70",,normal,normal
"93.184716000",,,"ARP","60",,normal,normal
"93.916299000",,,"ARP","60",,normal,normal
"94.609325000","192.168.1.10","192.168.1.20","DNS","70",,normal,normal
"94.915323000",,,"ARP","60",,normal,normal
"100.010320000","192.168.1.20","192.168.1.10","DNS","119",,normal,normal
"100.010614000","192.168.1.10","192.168.1.20","DNS","166",,normal,normal
"100.012662000","192.168.1.20","192.168.1.10","CLDAP","241",,normal,normal
"100.012968000","192.168.1.10","192.168.1.20","CLDAP","198",,normal,normal
"100.145373000","192.168.1.20","192.168.1.10","TCP","66","0x0002",normal,normal
"100.145486000","192.168.1.10","192.168.1.20","TCP","66","0x0012",normal,normal
"100.145884000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"100.147839000","192.168.1.20","192.168.1.10","DCERPC","214","0x0018",normal,normal
"100.147970000","192.168.1.10","192.168.1.20","DCERPC","162","0x0018",normal,normal
"100.148392000","192.168.1.20","192.168.1.10","EPM","222","0x0018",normal,normal
"100.148562000","192.168.1.10","192.168.1.20","EPM","322","0x0018",normal,normal
"100.151224000","192.168.1.20","192.168.1.10","TCP","66","0x0002",normal,normal
"100.151294000","192.168.1.10","192.168.1.20","TCP","66","0x0012",normal,normal
"100.151685000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"100.153092000","192.168.1.20","192.168.1.10","TCP","1514","0x0010",normal,normal
"100.153092000","192.168.1.20","192.168.1.10","DCERPC","538","0x0018",normal,normal
"100.153131000","192.168.1.10","192.168.1.20","TCP","54","0x0010",normal,normal
"100.153781000","192.168.1.10","192.168.1.20","DCERPC","338","0x0018",normal,normal
"100.154589000","192.168.1.20","192.168.1.10","DCERPC","274","0x0018",normal,normal
"100.154926000","192.168.1.10","192.168.1.20","DCERPC","159","0x0018",normal,normal
"100.158235000","192.168.1.20","192.168.1.10","DRSUAPI","322","0x0018",normal,normal
"100.158474000","192.168.1.10","192.168.1.20","DRSUAPI","258","0x0018",normal,normal
"100.159194000","192.168.1.20","192.168.1.10","DRSUAPI","306","0x0018",normal,normal
"100.159478000","192.168.1.10","192.168.1.20","DRSUAPI","386","0x0018",normal,normal
"100.159991000","192.168.1.20","192.168.1.10","DRSUAPI","194","0x0018",normal,normal
"100.160088000","192.168.1.10","192.168.1.20","DRSUAPI","194","0x0018",normal,normal
"100.161246000","192.168.1.20","192.168.1.10","EPM","222","0x0018",normal,normal
"100.161442000","192.168.1.10","192.168.1.20","EPM","322","0x0018",normal,normal
"100.162143000","192.168.1.20","192.168.1.10","DRSUAPI","258","0x0018",normal,normal
"100.162312000","192.168.1.10","192.168.1.20","DRSUAPI","258","0x0018",normal,normal
"100.162790000","192.168.1.20","192.168.1.10","DRSUAPI","306","0x0018",normal,normal
"100.163030000","192.168.1.10","192.168.1.20","DRSUAPI","386","0x0018",normal,normal
"100.163506000","192.168.1.20","192.168.1.10","DRSUAPI","194","0x0018",normal,normal
"100.163601000","192.168.1.10","192.168.1.20","DRSUAPI","194","0x0018",normal,normal
"100.167532000","192.168.1.20","192.168.1.10","TCP","66","0x0002",normal,normal
"100.167604000","192.168.1.10","192.168.1.20","TCP","66","0x0012",normal,normal
"100.167979000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"100.168541000","192.168.1.20","192.168.1.10","LDAP","404","0x0018",normal,normal
"100.169214000","192.168.1.10","192.168.1.20","LDAP","2682","0x0018",normal,normal
"100.170660000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"100.171759000","192.168.1.20","192.168.1.10","TCP","1514","0x0010",normal,normal
"100.171759000","192.168.1.20","192.168.1.10","LDAP","429","0x0018",normal,normal
"100.171794000","192.168.1.10","192.168.1.20","TCP","54","0x0010",normal,normal
"100.172534000","192.168.1.10","192.168.1.20","LDAP","264","0x0018",normal,normal
"100.173397000","192.168.1.20","192.168.1.10","LDAP","189","0x0018",normal,normal
"100.173646000","192.168.1.10","192.168.1.20","LDAP","213","0x0018",normal,normal
"100.174985000","192.168.1.20","192.168.1.10","LDAP","194","0x0018",normal,normal
"100.175195000","192.168.1.10","192.168.1.20","LDAP","171","0x0018",normal,normal
"100.175687000","192.168.1.20","192.168.1.10","LDAP","188","0x0018",normal,normal
"100.175842000","192.168.1.10","192.168.1.20","LDAP","224","0x0018",normal,normal
"100.178572000","192.168.1.20","192.168.1.10","TCP","66","0x0002",normal,normal
"100.178655000","192.168.1.10","192.168.1.20","TCP","66","0x0012",normal,normal
"100.179031000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"100.180346000","192.168.1.20","192.168.1.10","TCP","1514","0x0010",normal,normal
"100.180346000","192.168.1.20","192.168.1.10","LDAP","429","0x0018",normal,normal
"100.180411000","192.168.1.10","192.168.1.20","TCP","54","0x0010",normal,normal
"100.181303000","192.168.1.10","192.168.1.20","LDAP","264","0x0018",normal,normal
"100.182283000","192.168.1.20","192.168.1.10","LDAP","140","0x0018",normal,normal
"100.182708000","192.168.1.10","192.168.1.20","LDAP","2990","0x0018",normal,normal
"100.183232000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"100.183562000","192.168.1.20","192.168.1.10","LDAP","266","0x0018",normal,normal
"100.183876000","192.168.1.10","192.168.1.20","LDAP","284","0x0018",normal,normal
"100.184507000","192.168.1.20","192.168.1.10","LDAP","97","0x0018",normal,normal
"100.184700000","192.168.1.10","192.168.1.20","TCP","54","0x0014",normal,normal
"100.184822000","192.168.1.20","192.168.1.10","TCP","60","0x0011",normal,normal
"100.185146000","192.168.1.20","192.168.1.10","LDAP","97","0x0018",normal,normal
"100.185241000","192.168.1.10","192.168.1.20","TCP","54","0x0014",normal,normal
"100.192943000","192.168.1.20","192.168.1.10","TCP","60","0x0014",normal,normal
"100.192943000","192.168.1.20","192.168.1.10","TCP","60","0x0014",normal,normal
"100.579207000",,,"ARP","42",,normal,normal
"101.500056000",,,"ARP","42",,normal,normal
"101.966297000","192.168.1.10","192.168.1.20","ICMP","74",,normal,normal
"101.966852000","192.168.1.20","192.168.1.10","ICMP","74",,normal,normal
"102.499939000",,,"ARP","42",,normal,normal
"103.001759000","192.168.1.10","192.168.1.20","ICMP","74",,normal,normal
"103.003074000","192.168.1.20","192.168.1.10","ICMP","74",,normal,normal
"104.031581000","192.168.1.10","192.168.1.20","ICMP","74",,normal,normal
"104.032575000","192.168.1.20","192.168.1.10","ICMP","74",,normal,normal
"105.063101000","192.168.1.10","192.168.1.20","ICMP","74",,normal,normal
"105.063866000","192.168.1.20","192.168.1.10","ICMP","74",,normal,normal
"105.640806000","192.168.1.10","192.168.1.20","iSCSI","102","0x0018",normal,normal
"105.641281000","192.168.1.20","192.168.1.10","iSCSI","102","0x0018",normal,normal
"105.656039000","192.168.1.10","192.168.1.20","TCP","54","0x0010",normal,normal
"108.182123000",,,"ARP","60",,normal,normal
"108.915463000",,,"ARP","60",,normal,normal
"109.915531000",,,"ARP","60",,normal,normal
"115.438149000","192.168.1.20","192.168.1.10","DNS","72",,normal,normal
"115.581846000",,,"ARP","42",,normal,normal
"116.058327000","192.168.1.20","192.168.1.10","DNS","73",,normal,normal
"116.433202000","192.168.1.20","192.168.1.10","DNS","72",,normal,normal
"116.501354000",,,"ARP","42",,normal,normal
"117.056786000","192.168.1.20","192.168.1.10","DNS","73",,normal,normal
"117.446396000","192.168.1.20","192.168.1.10","DNS","72",,normal,normal
"117.500135000",,,"ARP","42",,normal,normal
"118.082571000","192.168.1.20","192.168.1.10","DNS","73",,normal,normal
"119.447027000","192.168.1.20","192.168.1.10","DNS","72",,normal,normal
"120.071752000","192.168.1.20","192.168.1.10","DNS","73",,normal,normal
"120.890840000",,,"ARP","42",,normal,normal
"121.500499000",,,"ARP","42",,normal,normal
"121.915773000",,,"ARP","60",,normal,normal
"121.915805000",,,"ARP","42",,normal,normal
"122.500020000",,,"ARP","42",,normal,normal
"123.307192000","192.168.1.10","192.168.1.255","BROWSER","243",,normal,normal
"123.462533000","192.168.1.20","192.168.1.10","DNS","72",,normal,normal
"123.610224000",,,"ARP","42",,normal,normal
"124.072807000","192.168.1.20","192.168.1.10","DNS","73",,normal,normal
"124.499859000",,,"ARP","42",,normal,normal
"124.515866000","192.168.1.10","192.168.1.20","DNS","72",,normal,normal
"125.422115000","192.168.1.10","192.168.1.20","DNS","73",,normal,normal
"125.500160000",,,"ARP","42",,normal,normal
"130.564688000",,,"ARP","42",,normal,normal
"130.641956000","192.168.1.10","192.168.1.20","iSCSI","102","0x0018",normal,normal
"130.644574000","192.168.1.20","192.168.1.10","iSCSI","102","0x0018",normal,normal
"130.656802000","192.168.1.10","192.168.1.20","TCP","54","0x0010",normal,normal
"131.499768000",,,"ARP","42",,normal,normal
"132.500210000",,,"ARP","42",,normal,normal
"138.182864000",,,"ARP","60",,normal,normal
"138.915436000",,,"ARP","60",,normal,normal
"139.916701000",,,"ARP","60",,normal,normal
"145.581237000",,,"ARP","42",,normal,normal
"146.499998000",,,"ARP","42",,normal,normal
"147.499892000",,,"ARP","42",,normal,normal
"148.474707000","192.168.1.10","192.168.1.255","NBNS","92",,normal,normal
"148.477733000","192.168.1.10","224.0.0.251","MDNS","69",,normal,normal
"148.479865000",,,"MDNS","89",,normal,normal
"148.480365000","192.168.1.10","224.0.0.251","MDNS","69",,normal,normal
"148.480591000",,,"MDNS","89",,normal,normal
"148.481575000",,,"LLMNR","83",,normal,normal
"148.483989000","192.168.1.10","224.0.0.252","LLMNR","63",,normal,normal
"148.492343000",,,"LLMNR","83",,normal,normal
"148.494567000","192.168.1.10","224.0.0.252","LLMNR","63",,normal,normal
"148.908640000",,,"LLMNR","83",,normal,normal
"148.908788000","192.168.1.10","224.0.0.252","LLMNR","63",,normal,normal
"148.908907000",,,"LLMNR","83",,normal,normal
"148.909107000","192.168.1.10","224.0.0.252","LLMNR","63",,normal,normal
"149.218929000","192.168.1.10","192.168.1.255","NBNS","92",,normal,normal
"149.485859000","192.168.1.10","224.0.0.251","MDNS","69",,normal,normal
"149.486157000",,,"MDNS","89",,normal,normal
"149.984469000","192.168.1.10","192.168.1.255","NBNS","92",,normal,normal
"153.182940000",,,"ARP","60",,normal,normal
"153.915328000",,,"ARP","60",,normal,normal
"154.915290000",,,"ARP","60",,normal,normal
"155.641040000","192.168.1.10","192.168.1.20","iSCSI","102","0x0018",normal,normal
"155.641725000","192.168.1.20","192.168.1.10","iSCSI","102","0x0018",normal,normal
"155.656131000","192.168.1.10","192.168.1.20","TCP","54","0x0010",normal,normal
"160.415785000",,,"ARP","60",,normal,normal
"160.415817000",,,"ARP","42",,normal,normal
"160.499887000",,,"ARP","42",,normal,normal
"160.500688000",,,"ARP","60",,normal,normal
"160.582905000",,,"ARP","42",,normal,normal
"161.499828000",,,"ARP","42",,normal,normal
"162.499655000",,,"ARP","42",,normal,normal
"168.183035000",,,"ARP","60",,normal,normal
"168.915437000",,,"ARP","60",,normal,normal
"169.915877000",,,"ARP","60",,normal,normal
"180.641248000","192.168.1.10","192.168.1.20","iSCSI","102","0x0018",normal,normal
"180.641739000","192.168.1.20","192.168.1.10","iSCSI","102","0x0018",normal,normal
"180.671962000","192.168.1.10","192.168.1.20","TCP","54","0x0010",normal,normal
"183.182496000",,,"ARP","60",,normal,normal
"183.915395000",,,"ARP","60",,normal,normal
"184.915436000",,,"ARP","60",,normal,normal
"185.415308000",,,"ARP","60",,normal,normal
"185.415345000",,,"ARP","42",,normal,normal
"190.564717000",,,"ARP","42",,normal,normal
"191.178016000",,,"SSDP","157",,normal,normal
"191.180589000","192.168.1.20","239.255.255.250","SSDP","143",,normal,normal
"191.185965000","192.168.1.1","192.168.1.20","SSDP","305",,normal,normal
"191.211386000",,,"ARP","60",,normal,normal
"191.267203000",,,"SSDP","189",,normal,normal
"191.267394000","192.168.1.20","239.255.255.250","SSDP","175",,normal,normal
"191.497749000",,,"UDP/XML","686",,normal,normal
"191.500166000",,,"ARP","42",,normal,normal
"191.500369000","192.168.1.20","239.255.255.250","UDP/XML","666",,normal,normal
"191.524233000","192.168.1.20","192.168.1.255","BROWSER","216",,normal,normal
"191.525011000","192.168.1.20","192.168.1.255","NBNS","92",,normal,normal
"191.527080000","192.168.1.10","192.168.1.20","NBNS","104",,normal,normal
"191.530188000","192.168.1.20","192.168.1.10","BROWSER","216",,normal,normal
"191.603002000",,,"UDP/XML","686",,normal,normal
"191.665923000","192.168.1.20","239.255.255.250","UDP/XML","666",,normal,normal
"191.823254000",,,"UDP/XML","686",,normal,normal
"191.916272000",,,"ARP","60",,normal,normal
"192.010244000","192.168.1.20","239.255.255.250","UDP/XML","666",,normal,normal
"192.244145000",,,"UDP/XML","686",,normal,normal
"192.500367000",,,"ARP","42",,normal,normal
"192.525705000","192.168.1.20","192.168.1.255","BROWSER","216",,normal,normal
"192.526368000","192.168.1.20","192.168.1.10","BROWSER","216",,normal,normal
"192.697325000","192.168.1.20","239.255.255.250","UDP/XML","666",,normal,normal
"192.820156000","192.168.1.20","192.168.1.255","BROWSER","243",,normal,normal
"192.915645000",,,"ARP","60",,normal,normal
"193.088217000",,,"UDP/XML","686",,normal,normal
"193.541741000","192.168.1.20","192.168.1.255","BROWSER","216",,normal,normal
"193.541741000","192.168.1.20","192.168.1.10","BROWSER","216",,normal,normal
"194.073243000","192.168.1.20","239.255.255.250","UDP/XML","666",,normal,normal
"194.182231000",,,"SSDP","157",,normal,normal
"194.183414000","192.168.1.20","239.255.255.250","SSDP","143",,normal,normal
"194.188272000","192.168.1.1","192.168.1.20","SSDP","305",,normal,normal
"194.228405000",,,"ARP","60",,normal,normal
"194.274575000",,,"SSDP","189",,normal,normal
"194.274930000","192.168.1.20","239.255.255.250","SSDP","175",,normal,normal
"194.557537000","192.168.1.20","192.168.1.255","NBNS","92",,normal,normal
"194.762111000",,,"UDP/XML","686",,normal,normal
"194.915967000",,,"ARP","60",,normal,normal
"195.322339000","192.168.1.20","192.168.1.255","NBNS","92",,normal,normal
"195.901252000",,,"ARP","60",,normal,normal
"196.073190000","192.168.1.20","192.168.1.255","NBNS","92",,normal,normal
"196.074937000","192.168.1.20","239.255.255.250","UDP/XML","666",,normal,normal
"196.775592000",,,"UDP/XML","686",,normal,normal
"197.198570000",,,"SSDP","157",,normal,normal
"197.199507000","192.168.1.20","239.255.255.250","SSDP","143",,normal,normal
"197.204027000","192.168.1.1","192.168.1.20","SSDP","305",,normal,normal
"197.275427000",,,"SSDP","189",,normal,normal
"197.276032000","192.168.1.20","239.255.255.250","SSDP","175",,normal,normal
"198.088107000","192.168.1.20","239.255.255.250","UDP/XML","666",,normal,normal
"198.184804000",,,"ARP","60",,normal,normal
"198.376750000","192.168.1.20","192.168.1.10","TCP","66","0x0002",normal,normal
"198.376839000","192.168.1.10","192.168.1.20","TCP","66","0x0012",normal,normal
"198.377368000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"198.377540000","192.168.1.20","192.168.1.10","SMB","127","0x0018",normal,normal
"198.377984000","192.168.1.10","192.168.1.20","SMB2","306","0x0018",normal,normal
"198.378580000","192.168.1.20","192.168.1.10","SMB2","272","0x0018",normal,normal
"198.378837000","192.168.1.10","192.168.1.20","SMB2","390","0x0018",normal,normal
"198.381749000","192.168.1.20","192.168.1.10","TCP","66","0x0002",normal,normal
"198.381829000","192.168.1.10","192.168.1.20","TCP","66","0x0012",normal,normal
"198.382363000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"198.383419000","192.168.1.20","192.168.1.10","KRB5","1514","0x0010",normal,normal
"198.383419000","192.168.1.20","192.168.1.10","KRB5","264","0x0018",normal,normal
"198.383533000","192.168.1.10","192.168.1.20","TCP","54","0x0010",normal,normal
"198.385479000","192.168.1.10","192.168.1.20","KRB5","1645","0x0018",normal,normal
"198.386990000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"198.386990000","192.168.1.20","192.168.1.10","TCP","60","0x0011",normal,normal
"198.387075000","192.168.1.10","192.168.1.20","TCP","54","0x0010",normal,normal
"198.387179000","192.168.1.10","192.168.1.20","TCP","54","0x0014",normal,normal
"198.388591000","192.168.1.20","192.168.1.10","TCP","66","0x0002",normal,normal
"198.389146000","192.168.1.10","192.168.1.20","TCP","66","0x0012",normal,normal
"198.389873000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"198.391313000","192.168.1.20","192.168.1.10","KRB5","1514","0x0010",normal,normal
"198.391313000","192.168.1.20","192.168.1.10","KRB5","79","0x0018",normal,normal
"198.391372000","192.168.1.10","192.168.1.20","TCP","54","0x0010",normal,normal
"198.392381000","192.168.1.10","192.168.1.20","KRB5","1568","0x0018",normal,normal
"198.394522000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"198.394644000","192.168.1.20","192.168.1.10","TCP","60","0x0011",normal,normal
"198.394701000","192.168.1.10","192.168.1.20","TCP","54","0x0010",normal,normal
